Line,Detail,Event Id,Event Description,Club Name,Boat,Description,Race No,Race ID,Progression,Level,Distance,Race Date,Race Time,Boat Type,Gender,Event Type,Distance,Place,Lane/Bow,Status,Raw Time,Raw Delta,Raw %,Handicap,Penalty,Adj Time,Adj Delta,Adj %,500m,Rate,Spec Cat,Meters,Meters Delta
,,5,Women's Grand Master Singles [50+],New Haven Rowing Club,1,1 - D. Davies,0,Final,Final,1,4800,42294,0.404166667,Single,W,Masters 1X,4800,32,23,Finished,2837.207,631.08,0.2949,0,5,2842.207,636.08,0.2987,258.9,0,,0,0
,,5,Women's Grand Master Singles [50+],New Haven Rowing Club,2,2 - M. Carr,0,Final,Final,1,4800,42294,0.404166667,Single,W,Masters 1X,4800,3,5,Finished,2216.708,10.58,0.008,0,5,2221.708,15.58,0.0117,219.2,0,,0,0
,,6,Men's Senior Master Eights [50+],New Haven Rowing Club,1,M. Schofield,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,18,15,Finished,1730.544,116.4,0.0784,0,0,1730.544,116.4,0.0784,149.4,0,,0,0
,,8,Men's Senior Master Fours [50+],New Haven Rowing Club,1,E. Reynolds,0,Final,Final,1,4800,42294,0.447222222,Four +,M,Masters,4800,36,26,Finished,2049.752,225.67,0.1319,0,0,2049.752,225.67,0.1319,210.2,0,Grand Mstr,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,New Haven Rowing Club,1,D. Davies,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,0,14,DNS,0,0,0,0,0,0,0,0,0,0,,0,0
,,21,Women's Master Fours [40+],New Trier High School Rowing,1,R. Kunkler,0,Final,Final,1,4800,42294,0.617361111,Four +,W,Masters,4800,14,18,Finished,2126.905,136.37,0.0809,0,0,2126.905,136.37,0.0809,214.1,0,,0,0
,,35,Men's Youth Eights,New Trier High School Rowing,1,M. Knight,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,18,13,Finished,1600.578,100.58,0.0673,0,0,1600.578,100.58,0.0673,140.1,0,,0,0
,,43,Women's Youth Eights,New Trier High School Rowing,1,G. Joyce,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,8,27,Finished,1744.208,57.27,0.0569,0,0,1744.208,57.27,0.0569,150.9,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,New Trier Masters,1,,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,23,27,Finished,2134.31,426.92,0.2598,9.5,0,2124.81,415.92,0.2487,214.8,0,,0,0
,,33A,Womens Club Singles,"New World Rowing, Inc.",1,E. Caffee,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,4,8,Finished,2222.102,48.86,0.0378,0,0,2222.102,48.86,0.0378,219.8,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,"New World Rowing, Inc.",1,Tiff Wood,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,8,7,Finished,1817.502,110.11,0.0682,9.5,15,1823.002,114.11,0.072,154.3,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],New York Athletic Club,1,J. McGowan,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,44,24,Finished,2759.372,629.95,0.3024,0,0,2759.372,629.95,0.3024,254.9,0,Sr. Vet II,0,0
,,10,Men's Senior Master Doubles [50+],New York Athletic Club,1,C. Windeknecht,0,Final,Final,1,4800,42294,0.479166667,Double,M,Masters,4800,10,5,Finished,1952.795,116.98,0.069,0,0,1952.795,116.98,0.069,204.2,0,,0,0
,,16,Men's Club Fours,New York Athletic Club,1,S. Theunissen,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,12,4,Finished,1802.759,108.22,0.0672,0,0,1802.759,108.22,0.0672,152.8,0,,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",New York Athletic Club,1,J. Hannafin,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,37,55,Finished,2735.129,351.7,0.1628,0,5,2740.129,356.7,0.1663,252.4,0,Vet I,0,0
,,3,Men's Veteran Singles I And II [60+],New York Athletic Club,1,B. Karol,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,31,51,Finished,2502.739,336.43,0.1683,0,0,2502.739,336.43,0.1683,236.5,0,Vet I,0,0
,,3,Men's Veteran Singles I And II [60+],New York Athletic Club,2,J. brisson,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,38,46,Finished,2643.618,517.31,0.2467,0,0,2643.618,517.31,0.2467,247,0,Vet I,0,0
,,32A,Men's Club Singles,New York Athletic Club,1,S. Lambers,0,Final,Final,1,4800,42295,0.361111111,Single,M,Club,4800,28,30,Finished,2058.38,155.46,0.101,0,0,2058.38,155.46,0.101,211.1,0,,0,0
,,33A,Womens Club Singles,New York Athletic Club,1,L. Healy,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,13,19,Finished,2337.076,203.84,0.0958,0,0,2337.076,203.84,0.0958,227.6,0,,0,0
,,36,Men's Master Singles,New York Athletic Club,1,R. Montgomery,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,13,7,Finished,2020.624,124.79,0.0747,0,0,2020.624,124.79,0.0747,207.1,0,,0,0
,,4,Men's Grand Master Singles [50+],New York Athletic Club,1,M. Carr,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,54,41,Finished,2548.357,622.54,0.3281,0,0,2548.357,622.54,0.3281,241.3,0,,0,0
,,47,Women's Championship Fours,New York Athletic Club,1,L. Shoop,0,Final,Final,1,4800,42295,0.594444444,Four +,W,Championship,4800,2,11,Finished,1802.389,28.6,0.0271,0,0,1802.389,28.6,0.0271,152.7,0,,0,0
,,52,Men's Lightweight Fours,New York Athletic Club,1,R. Kirlin,0,Final,Final,1,4800,42295,0.656944444,Four +,M,Lightweight,4800,5,3,Finished,1732.712,46.79,0.0465,0,0,1732.712,46.79,0.0465,149.7,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,New York Athletic Club,1,,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,1,6,Finished,1707.385,0,0,3.5,5,1708.885,0,0,147,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,New York Athletic Club,1,1 - T. McGee,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,7,21,Finished,1914.527,104.21,0.0589,0,115,2029.527,219.21,0.1277,200.3,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,New York Athletic Club,2,2 - C. Brisson,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,32,29,Finished,2353.293,542.97,0.3146,0,0,2353.293,542.97,0.3146,229.3,0,,0,0
,,16,Men's Club Fours,New York Maritime College Crew,1,,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,30,43,Finished,1844.766,150.23,0.1087,0,0,1844.766,150.23,0.1087,157.2,0,,0,0
,,26,Men's Collegiate Fours,New York Maritime College Crew,1,,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,22,18,Finished,1815.492,105.81,0.0639,0,0,1815.492,105.81,0.0639,154.1,0,,0,0
,,52,Men's Lightweight Fours,New York Maritime College Crew,1,,0,Final,Final,1,4800,42295,0.656944444,Four +,M,Lightweight,4800,13,11,Finished,1812.816,126.9,0.0864,0,0,1812.816,126.9,0.0864,153.8,0,,0,0
,,26,Men's Collegiate Fours,New York University Crew,1,D. Cumming,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,42,33,Finished,1927.695,218.02,0.134,0,0,1927.695,218.02,0.134,201.6,0,,0,0
,,27,Women's Collegiate Fours,New York University Crew,1,E. Andersson,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,33,22,Finished,2223.016,252.11,0.147,0,0,2223.016,252.11,0.147,219.9,0,,0,0
,,16,Men's Club Fours,Newport Aquatic Center,1,N. D'Antoni,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,9,36,Finished,1747.704,53.16,0.0524,0,0,1747.704,53.16,0.0524,151.2,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Newport Aquatic Center,1,1 - C. Lofgren,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,16,22,Finished,2150.577,340.26,0.202,0,0,2150.577,340.26,0.202,216.5,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Newport Aquatic Center,2,2 - J. Kew,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,8,20,Finished,2027.173,216.85,0.1255,0,5,2032.173,221.85,0.1301,207.8,0,,0,0
,,39,Women's Youth Doubles,Newport Rowing Club,1,R. Carr,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,5,36,Finished,2036.658,100.2,0.0512,0,0,2036.658,100.2,0.0512,208.8,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Newport Sea Base Rowing,1,J. Clarkson,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,9,15,Finished,2034.455,224.14,0.1322,0,0,2034.455,224.14,0.1322,208.6,0,,0,0
,,42,Women's Youth Fours,Newton Country Day School,1,1 - C. Durbin,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,23,11,Finished,2023.992,123.23,0.073,0,0,2023.992,123.23,0.073,207.5,0,,0,0
,,42,Women's Youth Fours,Newton Country Day School,2,2 - V. Selian,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,57,24,Finished,2118.658,217.9,0.1209,0,0,2118.658,217.9,0.1209,213.2,0,,0,0
,,38,Men's Youth Doubles,Noank Rowing Club,1,R. Krupansky,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,42,37,Finished,2046.715,257.28,0.1658,0,0,2046.715,257.28,0.1658,209.9,0,,0,0
,,34,Men's Youth Fours,Noble & Greenough School,1,A. Crawford,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,2,46,Finished,1722.785,9.56,0.0093,0,0,1722.785,9.56,0.0093,148.6,0,,0,0
,,38,Men's Youth Doubles,Noble & Greenough School,1,C. Kinghorn,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,47,45,Finished,2122.756,333.32,0.1995,0,0,2122.756,333.32,0.1995,213.6,0,,0,0
,,39,Women's Youth Doubles,Noble & Greenough School,1,H. Jensen,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,35,25,Finished,2510.847,534.39,0.2842,0,0,2510.847,534.39,0.2842,237.4,0,,0,0
,,42,Women's Youth Fours,Noble & Greenough School,1,H. Umphrey,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,18,50,Finished,2016.024,115.26,0.066,0,0,2016.024,115.26,0.066,206.7,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Nonesuch Oar & Paddle Culb - Me,1,E. Cooke,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,15,27,Finished,2132.942,322.62,0.1858,0,0,2132.942,322.62,0.1858,214.7,0,,0,0
,,34,Men's Youth Fours,Norcal Crew,1,I. O'Connor,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,74,27,Finished,1943.623,230.39,0.1456,0,0,1943.623,230.39,0.1456,203.3,0,,0,0
,,35,Men's Youth Eights,Norcal Crew,1,C. Loum,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,45,15,Finished,1632.056,132.06,0.1023,0,0,1632.056,132.06,0.1023,143.3,0,,0,0
,,42,Women's Youth Fours,Norcal Crew,1,C. Grundig,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,35,6,Finished,2046.805,146.05,0.093,0,0,2046.805,146.05,0.093,209.9,0,,0,0
,,15,Women's Alumni Eights,Norges Handelshøgskoles Idrettsforening - Oktagon,1,M. Undlien,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,46,30,Finished,2208.16,440.85,0.2682,0,0,2208.16,440.85,0.2682,218.4,0,,0,0
,,18,Men's Club Eights,Norske Studenters Roklubb,1,N. Wiik,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,0,15,DQ,0,0,0,0,0,0,0,0,137.5,0,,0,0
,,14,Men's Alumni Eights,North Adams Rowing Club,1,R. Maddox,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,15,17,Finished,1632.702,47.41,0.0502,0,0,1632.702,47.41,0.0502,143.4,0,,0,0
,,42,Women's Youth Fours,North Bay Rowing Club,1,S. Gallup,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,64,74,Finished,2042.003,141.24,0.0887,0,100,2142.003,241.24,0.1413,209.4,0,,0,0
,,13,Women's Senior Masters Singles [40+],North Cascades Crew,1,J. Huffman,0,Final,Final,1,4800,42294,0.510416667,Single,W,Masters 1X,4800,4,5,Finished,2301.15,21.36,0.0157,0,0,2301.15,21.36,0.0157,223.9,0,,0,0
,,6,Men's Senior Master Eights [50+],North Dakota Indoor Rowing Team,1,T. Vogt,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,12,10,Finished,1722.801,108.66,0.0705,0,0,1722.801,108.66,0.0705,148.6,0,,0,0
,,32B,Men's Youth Singles,North Jersey Rowing,1,E. Walker,0,Final,Final,1,4800,42295,0.361111111,Single,M,Youth,4800,27,58,Finished,2233.31,341.58,0.1958,0,0,2233.31,336.58,0.1905,221,0,,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",North Palm Beach Rowing Club,1,S. Blackall,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,44,38,Finished,2938.608,555.18,0.2495,0,0,2938.608,555.18,0.2495,305.3,0,Vet II,0,0
,,37,Women's Master Singles,North Star Rowing Club,1,K. MacDonald,0,Final,Final,1,4800,42295,0.461805556,Single,W,Masters 1X,4800,13,11,Finished,2317.062,216.07,0.1079,0,0,2317.062,216.07,0.1079,225.5,0,,0,0
,,34,Men's Youth Fours,Northampton Youth And Community Rowing,1,C. West,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,68,61,Finished,1921.198,207.97,0.1239,0,0,1921.198,207.97,0.1239,201,0,,0,0
,,18,Men's Club Eights,Northeastern University,1,W. Smith,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,2,1,Finished,1508.323,3.37,0.0037,0,0,1508.323,3.37,0.0037,134.6,0,,0,0
,,19,Women's Club Eights,Northeastern University,1,J. Mongillo,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,4,5,Finished,1735.254,25.67,0.0249,0,0,1735.254,25.67,0.0249,149.9,0,,0,0
,,46,Men's Championship Fours,Northeastern University,1,O. Bang-Andreasen,0,Final,Final,1,4800,42295,0.590277778,Four +,M,Championship,4800,6,7,Finished,1630.239,21.7,0.0224,0,0,1630.239,21.7,0.0224,143.1,0,,0,0
,,48,Men's Championship Eights,Northeastern University,1,T. Appier,0,Final,Final,1,4800,42295,0.604166667,Eight,M,Championship,4800,10,9,Finished,1452.689,33.72,0.0393,0,0,1452.689,33.72,0.0393,133,0,,0,0
,,49,Women's Championship Eights,Northeastern University,1,B. Husebye,0,Final,Final,1,4800,42295,0.613888889,Eight,W,Championship,4800,12,10,Finished,1657.173,58.54,0.0611,0,0,1657.173,58.54,0.0611,146,0,,0,0
,,14,Men's Alumni Eights,Northeastern University Rowing Alumni,1,1 - C. Smallwood,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,1,1,Finished,1545.285,0,0,0,0,1545.285,0,0,138.5,0,,0,0
,,14,Men's Alumni Eights,Northeastern University Rowing Alumni,2,2 - I. Lasic,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,25,42,Finished,1712.135,126.85,0.0919,13,0,1659.135,113.85,0.0781,147.5,0,,0,0
,,15,Women's Alumni Eights,Northeastern University Rowing Alumni,1,1 - K. Averwater,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,13,11,Finished,1845.516,118.21,0.0747,0,0,1845.516,118.21,0.0747,157.2,0,,0,0
,,15,Women's Alumni Eights,Northeastern University Rowing Alumni,2,2 - J. Kreh,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,35,22,Finished,2010.71,243.4,0.156,7.5,0,2003.21,235.9,0.1489,206.1,0,,0,0
,,6,Men's Senior Master Eights [50+],Northeastern University Rowing Alumni,1,V. Pisinski,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,37,26,Finished,1857.587,243.45,0.1678,0,0,1857.587,243.45,0.1678,158.5,0,Grand Mstr,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Northfield Mount Hermon School,1,A. Burnett,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,31,48,Finished,2538.978,409.56,0.1935,0,0,2538.978,409.56,0.1935,240.3,0,Sr. Vet I,0,0
,,35,Men's Youth Eights,Northfield Mount Hermon School,1,G. Forrester,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,46,17,Finished,1636.468,136.47,0.1072,0,0,1636.468,136.47,0.1072,143.8,0,,0,0
,,42,Women's Youth Fours,Northfield Mount Hermon School,1,V. Brock,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,38,32,Finished,2050.755,150,0.0964,0,0,2050.755,150,0.0964,210.3,0,,0,0
,,43,Women's Youth Eights,Northfield Mount Hermon School,1,I. Rountree,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,71,61,Finished,1948.893,301.95,0.1807,0,0,1948.893,301.95,0.1807,203.8,0,,0,0
,,32B,Men's Youth Singles,Norwalk River Rowing Association,1,1 - K. Petreski,0,Final,Final,1,4800,42295,0.361111111,Single,M,Youth,4800,7,51,Finished,1948.784,57.05,0.0504,0,0,1948.784,52.05,0.0458,203.8,0,,0,0
,,32B,Men's Youth Singles,Norwalk River Rowing Association,2,2 - L. McDonough,0,Final,Final,1,4800,42295,0.361111111,Single,M,Youth,4800,0,53,DNS,0,0,0,0,0,0,0,0,0,0,,0,0
,,34,Men's Youth Fours,Norwalk River Rowing Association,1,K. Lenihan,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,67,5,Finished,1919.905,206.68,0.1226,0,0,1919.905,206.68,0.1226,200.8,0,,0,0
,,38,Men's Youth Doubles,Norwalk River Rowing Association,1,1 - C. Martensson,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,13,9,Finished,1844.798,55.36,0.0518,0,0,1844.798,55.36,0.0518,157.2,0,,0,0
,,38,Men's Youth Doubles,Norwalk River Rowing Association,2,2 - D. Crameri,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,41,30,Finished,2044.242,254.8,0.1635,0,0,2044.242,254.8,0.1635,209.6,0,,0,0
,,42,Women's Youth Fours,Norwalk River Rowing Association,1,K. Ritchey,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,34,26,Finished,2046.731,145.97,0.0929,0,0,2046.731,145.97,0.0929,209.9,0,,0,0
,,9,Women's Senior Master Fours [50+],Norwalk River Rowing Association,1,J. Brocki,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,24,19,Finished,2236.368,204.73,0.1013,0,0,2236.368,204.73,0.1013,221.3,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Norwalk River Rowing Association,1,E. Gaus,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,35,37,Finished,2412.345,602.03,0.332,0,0,2412.345,602.03,0.332,231.3,0,,0,0
,,4,Men's Grand Master Singles [50+],Norwich Rowing Club,1,V. Audinis,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,10,4,Finished,2042.517,116.7,0.0658,0,0,2042.517,116.7,0.0658,209.4,0,,0,0
,,43,Women's Youth Eights,Notre Dame Academy Crew,1,A. Deku,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,80,82,Finished,2028.377,341.44,0.2199,0,0,2028.377,341.44,0.2199,208,0,,0,0
,,42,Women's Youth Fours,Notre Dame Rowing Club (welland),1,E. Lucchetta,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,56,80,Finished,2117.866,217.11,0.1202,0,0,2117.866,217.11,0.1202,213.1,0,,0,0
,,45,Women's Master Doubles [40+],Notre Dame Rowing Club (welland),1,S. Lapointe,0,Final,Final,1,4800,42295,0.579861111,Double,W,Masters,4800,12,8,Finished,2210.826,220.38,0.1179,0,0,2210.826,220.38,0.1179,218.6,0,,0,0
,,27,Women's Collegiate Fours,Nova Southeastern University,1,S. Woelfer,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,2,25,Finished,1931.187,0.28,0.0002,0,0,1931.187,0.28,0.0002,202,0,,0,0
,,15,Women's Alumni Eights,Nwc12,1,F. McFarland,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,39,37,Finished,2026.595,259.29,0.1712,0,0,2026.595,259.29,0.1712,207.8,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,Oa Centers For Orthopaedics,1,Back for more...,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,3,5,Finished,1654.347,119.96,0.0856,109.5,0,1544.847,16.33,0.0176,145.7,0,,0,0
,,12,Men's Senior Master Singles [40+],Oak Ridge Rowing Association,1,J. Hay,0,Final,Final,1,4800,42294,0.502083333,Single,M,Masters 1X,4800,25,20,Finished,2232.703,300.35,0.1538,0,0,2232.703,300.35,0.1538,220.9,0,,0,0
,,35,Men's Youth Eights,"Oakland Strokes, Inc.",1,M. Cuellar,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,2,1,Finished,1511.273,11.27,0.0125,0,0,1511.273,11.27,0.0125,134.9,0,,0,0
,,43,Women's Youth Eights,"Oakland Strokes, Inc.",1,J. LUNDSTROM,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,4,7,Finished,1724.382,37.44,0.0372,0,0,1724.382,37.44,0.0372,148.8,0,,0,0
,,8,Men's Senior Master Fours [50+],Oakton Masters Rowing Club,1,S. DeTeresa,0,Final,Final,1,4800,42294,0.447222222,Four +,M,Masters,4800,52,51,Finished,2437.528,613.45,0.3382,0,0,2437.528,613.45,0.3382,233.9,0,,0,0
,,6,Men's Senior Master Eights [50+],Oars Of Rhode Island,1,D. Tower,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,38,39,Finished,1857.764,243.62,0.168,0,0,1857.764,243.62,0.168,158.5,0,,0,0
,,13,Women's Senior Masters Singles [40+],Occoquan Boat Club,1,G. Koloszyc,0,Final,Final,1,4800,42294,0.510416667,Single,W,Masters 1X,4800,22,16,Finished,2447.161,207.37,0.0937,0,0,2447.161,207.37,0.0937,234.9,0,,0,0
,,3,Men's Veteran Singles I And II [60+],Occoquan Boat Club,1,R. Spousta,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,7,7,Finished,2203.289,36.98,0.0287,0,0,2203.289,36.98,0.0287,217.8,0,Vet II,0,0
,,32A,Men's Club Singles,Occoquan Boat Club,1,W. Meeker,0,Final,Final,1,4800,42295,0.361111111,Single,M,Club,4800,26,29,Finished,2052.211,149.29,0.0956,0,0,2052.211,149.29,0.0956,210.4,0,,0,0
,,6,Men's Senior Master Eights [50+],Occoquan International,1,D. Findlay,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,36,30,Finished,1846.604,232.46,0.1565,0,0,1846.604,232.46,0.1565,157.4,0,Vet,0,0
,,35,Men's Youth Eights,Okc Riversport,1,M. Stroud,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,25,18,Finished,1606.944,106.94,0.0744,0,0,1606.944,106.94,0.0744,140.7,0,,0,0
,,43,Women's Youth Eights,Okc Riversport,1,S. Ondak,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,19,3,Finished,1804.159,117.22,0.0767,0,0,1804.159,117.22,0.0767,152.9,0,,0,0
,,40,Men's Lightweight Singles,Oklahoma City University Rowing,1,1 - M. Nelson,0,Final,Final,1,4800,42295,0.495138889,Single,M,Lightweight,4800,10,18,Finished,1946.704,109.83,0.0625,0,0,1946.704,109.83,0.0625,203.6,0,,0,0
,,40,Men's Lightweight Singles,Oklahoma City University Rowing,2,2 - J. Francis,0,Final,Final,1,4800,42295,0.495138889,Single,M,Lightweight,4800,8,10,Finished,1941.564,104.69,0.0579,0,0,1941.564,104.69,0.0579,203.1,0,,0,0
,,20,Men's Master Fours [40+],Old Collegians,1,M. Phillips,0,Final,Final,1,4800,42294,0.608333333,Four +,M,Masters,4800,28,14,Finished,2108.806,407.22,0.242,0,0,2108.806,407.22,0.242,212.2,0,,0,0
,,35,Men's Youth Eights,Old Dominion Boat Club,1,N. Alpi,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,24,44,Finished,1605.427,105.43,0.0727,0,0,1605.427,105.43,0.0727,140.6,0,,0,0
,,43,Women's Youth Eights,Old Dominion Boat Club,1,M. Justiniano,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,22,14,Finished,1811.077,124.14,0.0836,0,0,1811.077,124.14,0.0836,153.7,0,,0,0
,,19,Women's Club Eights,Old Dominion University Women's Rowing,1,M. Jory,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,10,11,Finished,1735.441,25.86,0.0251,0,15,1750.441,40.86,0.0397,149.9,0,,0,0
,,10,Men's Senior Master Doubles [50+],Old Lyme Rowing Association/Blood Street Sculls,1,G. Hack,0,Final,Final,1,4800,42294,0.479166667,Double,M,Masters,4800,19,25,Finished,2136.468,300.65,0.1619,0,0,2136.468,300.65,0.1619,215,0,,0,0
,,12,Men's Senior Master Singles [40+],Old Lyme Rowing Association/Blood Street Sculls,1,G. Joseph,0,Final,Final,1,4800,42294,0.502083333,Single,M,Masters 1X,4800,26,25,Finished,2233.95,301.6,0.1549,0,0,2233.95,301.6,0.1549,221,0,,0,0
,,34,Men's Youth Fours,Old Lyme Rowing Association/Blood Street Sculls,1,P. Fuchs,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,28,2,Finished,1807.361,54.13,0.0524,0,0,1807.361,54.13,0.0524,153.3,0,,0,0
,,42,Women's Youth Fours,Old Lyme Rowing Association/Blood Street Sculls,1,M. Boyle,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,63,62,Finished,2140.465,239.71,0.14,0,0,2140.465,239.71,0.14,215.5,0,,0,0
,,8,Men's Senior Master Fours [50+],Old Lyme Rowing Association/Blood Street Sculls,1,B. Mahon,0,Final,Final,1,4800,42294,0.447222222,Four +,M,Masters,4800,26,52,Finished,2029.058,204.98,0.1132,0,0,2029.058,204.98,0.1132,208,0,,0,0
,,9,Women's Senior Master Fours [50+],Old Lyme Rowing Association/Blood Street Sculls,1,K. Dorsey,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,27,18,Finished,2303.187,231.55,0.123,0,0,2303.187,231.55,0.123,224.1,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,Old Lyme Rowing Association/Blood Street Sculls,1,D. Whelen,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,21,38,Finished,2027.757,143.24,0.0918,0,0,2027.757,157.21,0.1055,207.9,0,,0,0
