Line,Detail,Event Id,Event Description,Club Name,Boat,Description,Race No,Race ID,Progression,Level,Distance,Race Date,Race Time,Boat Type,Gender,Event Type,Distance,Place,Lane/Bow,Status,Raw Time,Raw Delta,Raw %,Handicap,Penalty,Adj Time,Adj Delta,Adj %,500m,Rate,Spec Cat,Meters,Meters Delta
,,13,Women's Senior Masters Singles [40+],Dolphin Rowing Club,1,R. Perry,0,Final,Final,1,4800,42294,0.510416667,Single,W,Masters 1X,4800,3,19,Finished,2248.286,8.5,0.0063,0,0,2248.286,8.5,0.0063,222.5,0,,0,0
,,44,Men's Master Doubles [40+],Dolphin Rowing Club,1,J. Abrams,0,Final,Final,1,4800,42295,0.572916667,Double,M,Masters,4800,3,4,Finished,1825.465,19.89,0.0183,0,0,1825.465,19.89,0.0183,155.2,0,,0,0
,,DCW4X,Directors' Challenge Women's Quads,Dolphin Rowing Club,1,Burning Quad-riceps,0,Final,Final,1,4800,42295,0.41875,Quad -,W,Challenge,4800,4,4,Finished,1906.388,208.63,0.1264,53.5,0,1812.888,115.13,0.0738,159.4,0,,0,0
,,11,Women's Senior Master Doubles [50+],Don Rowing Club,1,J. Breitman,0,Final,Final,1,4800,42294,0.489583333,Double,W,Masters,4800,32,21,Finished,2515.017,422.45,0.2095,0,0,2515.017,422.45,0.2095,237.8,0,Grand Mstr,0,0
,,13,Women's Senior Masters Singles [40+],Don Rowing Club,1,A. Oke,0,Final,Final,1,4800,42294,0.510416667,Single,W,Masters 1X,4800,5,7,Finished,2307.401,27.61,0.0203,0,0,2307.401,27.61,0.0203,224.5,0,,0,0
,,34,Men's Youth Fours,Don Rowing Club,1,W. Sati,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,51,56,Finished,1841.214,127.98,0.0852,0,0,1841.214,127.98,0.0852,156.8,0,,0,0
,,38,Men's Youth Doubles,Don Rowing Club,1,B. Chisholm,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,20,42,Finished,1910.859,121.42,0.0761,0,0,1910.859,121.42,0.0761,159.9,0,,0,0
,,40,Men's Lightweight Singles,Don Rowing Club,1,T. Pluzak,0,Final,Final,1,4800,42295,0.495138889,Single,M,Lightweight,4800,16,17,Finished,2405.586,528.72,0.2943,0,0,2405.586,528.72,0.2943,230.6,0,,0,0
,,44,Men's Master Doubles [40+],Don Rowing Club,1,S. Dmytrasz,0,Final,Final,1,4800,42295,0.572916667,Double,M,Masters,4800,5,3,Finished,1841.854,36.27,0.0334,0,0,1841.854,36.27,0.0334,156.9,0,,0,0
,,47,Women's Championship Fours,Don Rowing Club,1,S. Pidgen,0,Final,Final,1,4800,42295,0.594444444,Four +,W,Championship,4800,5,7,Finished,1836.901,103.11,0.0599,0,5,1841.901,108.11,0.0646,156.3,0,,0,0
,,5,Women's Grand Master Singles [50+],Don Rowing Club,1,H. MacDonald,0,Final,Final,1,4800,42294,0.404166667,Single,W,Masters 1X,4800,27,22,Finished,2539.46,333.33,0.1609,0,100,2639.46,433.33,0.2061,240.4,0,,0,0
,,7,Women's Senior Master Eights [50+],Don Rowing Club,1,R. Toporowski,0,Final,Final,1,4800,42294,0.434722222,Eight,W,Masters,4800,6,11,Finished,1946.003,108.17,0.061,0,0,1946.003,108.17,0.061,203.5,0,,0,0
,,8,Men's Senior Master Fours [50+],Don Rowing Club,1,I. Marshall,0,Final,Final,1,4800,42294,0.447222222,Four +,M,Masters,4800,19,44,Finished,1957.671,133.59,0.0848,0,0,1957.671,133.59,0.0848,204.8,0,,0,0
,,9,Women's Senior Master Fours [50+],Don Rowing Club,1,W. O'Neill,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,36,17,Finished,2257.315,225.68,0.1183,0,100,2357.315,325.68,0.167,223.5,0,,0,0
,,14,Men's Alumni Eights,Drexel Rowing Alumni Group,1,J. Cavalcanto,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,47,55,Finished,1825.111,239.82,0.1691,17.5,0,1807.611,222.32,0.1506,155.1,0,,0,0
,,15,Women's Alumni Eights,Drexel Rowing Alumni Group,1,A. Mahmud,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,18,24,Finished,1918.257,150.95,0.1059,0,0,1918.257,150.95,0.1059,200.7,0,,0,0
,,19,Women's Club Eights,Drexel University,1,K. Wenzke,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,7,14,Finished,1742.33,32.75,0.0318,0,0,1742.33,32.75,0.0318,150.7,0,,0,0
,,48,Men's Championship Eights,Drexel University,1,M. Sum,0,Final,Final,1,4800,42295,0.604166667,Eight,M,Championship,4800,19,14,Finished,1510.932,51.96,0.0605,0,0,1510.932,51.96,0.0605,134.9,0,,0,0
,,50,Men's Collegiate Eights,Drexel University,1,D. Dollin,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,8,10,Finished,1544.724,12.02,0.0129,0,0,1544.724,12.02,0.0129,138.4,0,,0,0
,,42,Women's Youth Fours,Dublin Crew,1,H. Hammon,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,60,13,Finished,2126.909,226.15,0.1281,0,0,2126.909,226.15,0.1281,214.1,0,,0,0
,,16,Men's Club Fours,Duke University Mens Crew,1,E. Glavin,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,36,52,Finished,1905.861,211.32,0.1294,0,0,1905.861,211.32,0.1294,159.4,0,,0,0
,,10,Men's Senior Master Doubles [50+],Duluth Rowing Club,1,T. Rauschenfels,0,Final,Final,1,4800,42294,0.479166667,Double,M,Masters,4800,17,34,Finished,2103.239,227.42,0.1321,0,0,2103.239,227.42,0.1321,211.6,0,Grand Mstr,0,0
,,9,Women's Senior Master Fours [50+],Duluth Rowing Club,1,J. Peterson,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,20,3,Finished,2230.085,158.45,0.0962,0,0,2230.085,158.45,0.0962,220.6,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Durham Boat Club,1,J. Dreher,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,43,25,Finished,2729.194,559.77,0.279,0,15,2744.194,614.77,0.2907,251.8,0,Sr. Vet II,0,0
,,39,Women's Youth Doubles,Durham Boat Club,1,G. Seuter,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,11,28,Finished,2118.908,142.45,0.0871,0,0,2118.908,142.45,0.0871,213.2,0,,0,0
,,11,Women's Senior Master Doubles [50+],Duxbury Bay Maritime School,1,L. MCCARTHY,0,Final,Final,1,4800,42294,0.489583333,Double,W,Masters,4800,19,39,Finished,2319.305,226.74,0.1172,0,0,2319.305,226.74,0.1172,225.8,0,,0,0
,,33A,Womens Club Singles,Duxbury Bay Maritime School,1,M. Streitfield,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,9,14,Finished,2259.41,126.17,0.0666,0,0,2259.41,126.17,0.0666,223.7,0,,0,0
,,43,Women's Youth Eights,Duxbury Bay Maritime School,1,C. Carlisle,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,55,55,Finished,1911.318,224.38,0.1434,0,0,1911.318,224.38,0.1434,159.9,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,Duxbury Bay Maritime School,1,Hagan's Heroes,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,31,23,Finished,1909.941,335.55,0.2307,33.5,0,1836.441,307.92,0.2024,159.8,0,,0,0
,,DCW4X,Directors' Challenge Women's Quads,Duxbury Bay Maritime School,1,Belisima,0,Final,Final,1,4800,42295,0.41875,Quad -,W,Challenge,4800,30,33,Finished,2157.539,459.78,0.2945,107,0,2050.539,352.78,0.2287,217.2,0,,0,0
,,10,Men's Senior Master Doubles [50+],Duxbury Boat Club,1,W. Dennison,0,Final,Final,1,4800,42294,0.479166667,Double,M,Masters,4800,0,23,Scratch,0,0,0,0,0,0,0,0,0,0,,0,0
,,9,Women's Senior Master Fours [50+],Early Lights Rowing Club,1,C. Parker,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,10,8,Finished,2158.369,126.73,0.0704,0,0,2158.369,126.73,0.0704,217.3,0,,0,0
,,20,Men's Master Fours [40+],East Arm Rowing Club,1,C. Shepherd,0,Final,Final,1,4800,42294,0.608333333,Four +,M,Masters,4800,21,13,Finished,1917.206,215.62,0.1328,0,0,1917.206,215.62,0.1328,200.5,0,,0,0
,,9,Women's Senior Master Fours [50+],East Arm Rowing Club,1,K. Glover,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,18,34,Finished,2128.2,56.56,0.0459,0,100,2228.2,156.56,0.0946,214.2,0,,0,0
,,21,Women's Master Fours [40+],East Bay Rowing Club,1,J. Mattson,0,Final,Final,1,4800,42294,0.617361111,Four +,W,Masters,4800,19,20,Finished,2148.841,158.3,0.0994,0,0,2148.841,158.3,0.0994,216.3,0,,0,0
,,3,Men's Veteran Singles I And II [60+],East End Rowing Institute,1,S. Gould,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,0,30,DNF,0,0,0,0,0,0,0,0,0,0,Vet I,0,0
,,33B,Women's Youth Singles,East End Rowing Institute,1,G. Goodyear,0,Final,Final,1,4800,42295,0.377777778,Single,W,Youth,4800,9,37,Finished,2251.217,131.87,0.0718,0,0,2251.217,131.87,0.0718,222.8,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,East End Rowing Institute,1,D. Gould,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,14,33,Finished,2125.005,314.69,0.1786,0,0,2125.005,314.69,0.1786,213.9,0,,0,0
,,16,Men's Club Fours,Edmonton Rowing Club,1,C. Stephens,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,22,37,Finished,1822.009,127.47,0.0862,0,0,1822.009,127.47,0.0862,154.8,0,,0,0
,,17,Women's Club Fours,Edmonton Rowing Club,1,A. Labrecque,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,7,9,Finished,1927.071,25.98,0.0228,0,0,1927.071,25.98,0.0228,201.6,0,,0,0
,,6,Men's Senior Master Eights [50+],Edmonton Rowing Club,1,C. Rannells,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,51,43,Finished,1922.396,308.26,0.1933,0,100,2022.396,408.26,0.2549,201.1,0,Grand Mstr,0,0
,,42,Women's Youth Fours,Emma Willard School,1,M. Dexter,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,20,72,Finished,2017.734,116.97,0.0675,0,0,2017.734,116.97,0.0675,206.8,0,,0,0
,,14,Men's Alumni Eights,Emory Alumni Rowing,1,P. Smith,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,54,34,Finished,1826.34,241.05,0.1704,0,0,1826.34,241.05,0.1704,155.2,0,,0,0
,,15,Women's Alumni Eights,Emory Alumni Rowing,1,T. Mann,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,34,20,Finished,1958.287,230.98,0.1442,0,0,1958.287,230.98,0.1442,204.8,0,,0,0
,,17,Women's Club Fours,Endicott College,1,B. Shanahan,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,55,42,Finished,2307.871,406.78,0.2163,0,0,2307.871,406.78,0.2163,224.6,0,,0,0
,,42,Women's Youth Fours,Episcopal Academy - Pa,1,H. potter,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,58,57,Finished,2118.839,218.08,0.121,0,0,2118.839,218.08,0.121,213.2,0,,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",Essex Rowing Club,1,E. Lasek,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,48,58,Finished,2953.403,609.97,0.2599,0,35,3028.403,644.97,0.2845,306.8,0,Vet I,0,0
,,35,Men's Youth Eights,Essex Rowing Club,1,J. DiFraia,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,64,36,Finished,1701.311,201.31,0.1348,0,0,1701.311,201.31,0.1348,146.4,0,,0,0
,,43,Women's Youth Eights,Essex Rowing Club,1,G. Donabedian,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,35,39,Finished,1831.534,144.59,0.1039,0,0,1831.534,144.59,0.1039,155.8,0,,0,0
,,7,Women's Senior Master Eights [50+],Essex Rowing Club,1,P. Higgins,0,Final,Final,1,4800,42294,0.434722222,Eight,W,Masters,4800,29,29,Finished,2211.724,333.89,0.1913,0,0,2211.724,333.89,0.1913,218.7,0,,0,0
,,6,Men's Senior Master Eights [50+],Etas Unis Rowing Club,1,T. Hull,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,10,29,Finished,1720.886,106.75,0.0685,0,0,1720.886,106.75,0.0685,148.4,0,,0,0
,,7,Women's Senior Master Eights [50+],Etas Unis Rowing Club,1,E. Hamann,0,Final,Final,1,4800,42294,0.434722222,Eight,W,Masters,4800,5,5,Finished,1929.016,51.19,0.0458,0,0,1929.016,51.19,0.0458,201.8,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Ever Green Boat Club,1,B. Baggaley,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,39,33,Finished,2639.179,509.76,0.2402,0,0,2639.179,509.76,0.2402,246.6,0,Sr. Vet I,0,0
,,14,Men's Alumni Eights,Ever Green Boat Club,1,1 - A. Whitman,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,14,13,Finished,1627.483,42.19,0.0446,0.5,0,1626.983,41.69,0.0441,142.9,0,,0,0
,,14,Men's Alumni Eights,Ever Green Boat Club,2,2 - P. Noteboom,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,22,16,Finished,1654.133,108.84,0.0728,1.5,0,1652.633,107.34,0.0712,145.6,0,,0,0
,,15,Women's Alumni Eights,Ever Green Boat Club,1,J. Buhler,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,19,4,Finished,1918.724,151.41,0.1064,0,0,1918.724,151.41,0.1064,200.7,0,,0,0
,,7,Women's Senior Master Eights [50+],Ever Green Boat Club,1,D. Dyer,0,Final,Final,1,4800,42294,0.434722222,Eight,W,Masters,4800,26,17,Finished,2157.711,319.88,0.1788,0,0,2157.711,319.88,0.1788,217.3,0,,0,0
,,8,Men's Senior Master Fours [50+],Ever Green Boat Club,1,S. Williams,0,Final,Final,1,4800,42294,0.447222222,Four +,M,Masters,4800,11,4,Finished,1924.283,100.2,0.0545,0,0,1924.283,100.2,0.0545,201.3,0,,0,0
,,18,Men's Club Eights,Fairfield University Crew,1,T. Day,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,28,21,Finished,1627.518,122.57,0.0912,0,0,1627.518,122.57,0.0912,142.9,0,,0,0
,,19,Women's Club Eights,Fairfield University Crew,1,L. Anderson,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,22,18,Finished,1841.041,131.46,0.0888,0,0,1841.041,131.46,0.0888,156.8,0,,0,0
,,12,Men's Senior Master Singles [40+],Fairmount Rowing Association,1,J. Svoboda,0,Final,Final,1,4800,42294,0.502083333,Single,M,Masters 1X,4800,13,9,Finished,2051.44,119.09,0.0675,0,0,2051.44,119.09,0.0675,210.4,0,,0,0
,,17,Women's Club Fours,Fairmount Rowing Association,1,E. White,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,53,56,Finished,2237.18,336.09,0.1894,0,0,2237.18,336.09,0.1894,221.4,0,,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",Fairmount Rowing Association,1,S. Sargent,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,30,19,Finished,2635.444,252.01,0.1208,0,0,2635.444,252.01,0.1208,246.2,0,Sr. Vet I,0,0
,,24,Men's Championship Doubles,Fairmount Rowing Association,1,P. Morgan,0,Final,Final,1,4800,42294,0.647916667,Double,M,Championship,4800,15,8,Finished,2115.546,414.42,0.2492,0,0,2115.546,413.59,0.2481,212.9,0,,0,0
,,40,Men's Lightweight Singles,Fairmount Rowing Association,1,H. Kieffer,0,Final,Final,1,4800,42295,0.495138889,Single,M,Lightweight,4800,0,15,Scratch,0,0,0,0,0,0,0,0,0,0,,0,0
,,17,Women's Club Fours,Farmington Valley Rowing Association,1,E. Center-Gray,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,43,37,Finished,2156.814,255.72,0.154,0,0,2156.814,255.72,0.154,217.2,0,,0,0
,,21,Women's Master Fours [40+],Farmington Valley Rowing Association,1,a. yelle,0,Final,Final,1,4800,42294,0.617361111,Four +,W,Masters,4800,27,19,Finished,2432.179,441.64,0.2366,0,0,2432.179,441.64,0.2366,233.4,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,Farmington Valley Rowing Association,1,R. McMahon,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,20,4,Finished,2020.295,135.78,0.0852,0,0,2020.295,149.75,0.0988,207.1,0,,0,0
,,14,Men's Alumni Eights,Fat Cat Rowing Club,1,R. Milam,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,6,10,Finished,1609.26,23.97,0.0254,9,0,1600.26,14.97,0.0158,141,0,,0,0
,,15,Women's Alumni Eights,Fat Cat Rowing Club,1,M. Bertasi,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,4,33,Finished,1802.008,34.7,0.0331,0,0,1802.008,34.7,0.0331,152.7,0,,0,0
,,18,Men's Club Eights,Fat Cat Rowing Club,1,M. Farmer,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,11,14,Finished,1550.076,45.13,0.0499,0,0,1550.076,45.13,0.0499,139,0,,0,0
,,19,Women's Club Eights,Fat Cat Rowing Club,1,D. Villoch,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,21,16,Finished,1840.559,130.98,0.0884,0,0,1840.559,130.98,0.0884,156.7,0,,0,0
,,22,Men's Master Eights [40+],Fat Cat Rowing Club,1,H. Huntington,0,Final,Final,1,4800,42294,0.630555556,Eight,M,Masters,4800,13,20,Finished,1718.232,155.91,0.1257,0,0,1718.232,155.91,0.1257,148.1,0,,0,0
,,6,Men's Senior Master Eights [50+],Fat Cat Rowing Club,1,1 - R. Van Cleve,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,13,14,Finished,1724.557,110.42,0.0723,0,0,1724.557,110.42,0.0723,148.8,0,,0,0
,,6,Men's Senior Master Eights [50+],Fat Cat Rowing Club,2,2 - C. Andrews,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,8,7,Finished,1713.854,59.71,0.0613,0,0,1713.854,59.71,0.0613,147.7,0,,0,0
,,7,Women's Senior Master Eights [50+],Fat Cat Rowing Club,1,S. Pelmas,0,Final,Final,1,4800,42294,0.434722222,Eight,W,Masters,4800,20,12,Finished,2059.663,221.83,0.1269,0,0,2059.663,221.83,0.1269,211.2,0,,0,0
,,18,Men's Club Eights,First State Rowing Club,1,J. Kenny,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,36,38,Finished,1720.523,215.57,0.1498,0,0,1720.523,215.57,0.1498,148.4,0,,0,0
,,24,Men's Championship Doubles,Florida Institute of Technology,1,K. Coyle,0,Final,Final,1,4800,42294,0.647916667,Double,M,Championship,4800,6,6,Finished,1752.579,51.45,0.0504,0,0,1752.579,50.62,0.0495,151.7,0,College,0,0
,,27,Women's Collegiate Fours,Florida Institute of Technology,1,G. Aurelia,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,16,9,Finished,2040.791,109.88,0.0597,0,0,2040.791,109.88,0.0597,209.2,0,,0,0
,,46,Men's Championship Fours,Florida Institute of Technology,1,C. Green,0,Final,Final,1,4800,42295,0.590277778,Four +,M,Championship,4800,9,4,Finished,1643.734,35.19,0.0363,0,0,1643.734,35.19,0.0363,144.6,0,,0,0
,,14,Men's Alumni Eights,Florida Institute Of Technology Alumni Rowing Assn,1,B. Jurgens,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,55,56,Finished,1913.957,328.67,0.2207,36,0,1837.957,252.67,0.1827,200.2,0,,0,0
,,35,Men's Youth Eights,Fordham Prep,1,M. Ptucha,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,23,26,Finished,1605.279,105.28,0.0725,0,0,1605.279,105.28,0.0725,140.5,0,,0,0
,,17,Women's Club Fours,Fordham University,1,K. Ramsey,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,16,1,Finished,2006.238,105.15,0.0571,0,0,2006.238,105.15,0.0571,205.6,0,,0,0
,,19,Women's Club Eights,Fordham University,1,M. O'Donnell,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,5,37,Finished,1736.828,27.25,0.0265,0,0,1736.828,27.25,0.0265,150.1,0,,0,0
,,26,Men's Collegiate Fours,Fordham University,1,E. Merritt,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,25,25,Finished,1822.346,112.67,0.0706,0,0,1822.346,112.67,0.0706,154.8,0,,0,0
,,52,Men's Lightweight Fours,Fordham University,1,F. Giustini,0,Final,Final,1,4800,42295,0.656944444,Four +,M,Lightweight,4800,12,10,Finished,1806.645,120.73,0.0803,0,0,1806.645,120.73,0.0803,153.2,0,,0,0
,,53,Women's Lightweight Fours,Fordham University,1,L. Fung,0,Final,Final,1,4800,42295,0.661805556,Four +,W,Lightweight,4800,5,2,Finished,2007.674,44.55,0.0383,0,0,2007.674,44.55,0.0383,205.8,0,,0,0
,,6,Men's Senior Master Eights [50+],Foss Hill Boat Club,1,V. Broderick,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,53,50,Finished,2042.846,428.71,0.2758,0,0,2042.846,428.71,0.2758,209.5,0,Grand Mstr,0,0
,,14,Men's Alumni Eights,Founders Of Wesleyan Crew,1,N. Hamlin,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,57,50,Finished,2338.775,753.49,0.5009,220,0,2118.775,533.49,0.3528,227.8,0,,0,0
,,39,Women's Youth Doubles,Founders Rowing Club,1,K. Fraser,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,13,11,Finished,2128.365,151.91,0.0951,0,0,2128.365,151.91,0.0951,214.2,0,,0,0
,,6,Men's Senior Master Eights [50+],Frankfurter Rudergesellschaft Germania,1,H. Blum,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,6,44,Finished,1704.974,50.83,0.0522,0,0,1704.974,50.83,0.0522,146.8,0,,0,0
,,26,Men's Collegiate Fours,Franklin And Marshall College Crew,1,J. Nelson,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,32,36,Finished,1839.798,130.12,0.0875,0,0,1839.798,130.12,0.0875,156.6,0,,0,0
,,27,Women's Collegiate Fours,Franklin And Marshall College Crew,1,J. Radlo,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,7,24,Finished,2016.64,45.73,0.0391,0,0,2016.64,45.73,0.0391,206.7,0,,0,0
,,17,Women's Club Fours,Franklin Pierce University,1,M. Miller,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,62,32,Finished,2736.978,835.89,0.4521,0,100,2836.978,935.89,0.5047,252.6,0,,0,0
,,19,Women's Club Eights,Franklin Pierce University,1,N. Rode,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,35,38,Finished,2216.759,507.18,0.2984,0,0,2216.759,507.18,0.2984,219.2,0,,0,0
,,27,Women's Collegiate Fours,Franklin Pierce University,1,K. Tucker,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,26,28,Finished,2142.171,211.26,0.1121,0,0,2142.171,211.26,0.1121,215.6,0,,0,0
,,44,Men's Master Doubles [40+],Fredericton Rowing Club,1,D. Dickison,0,Final,Final,1,4800,42295,0.572916667,Double,M,Masters,4800,14,18,Finished,2042.291,236.71,0.1444,0,0,2042.291,236.71,0.1444,209.4,0,,0,0
,,20,Men's Master Fours [40+],Friends Of Andover Crew,1,C. Taeusch,0,Final,Final,1,4800,42294,0.608333333,Four +,M,Masters,4800,31,22,Finished,2453.671,752.08,0.4621,0,0,2453.671,752.08,0.4621,235.6,0,,0,0
,,15,Women's Alumni Eights,Friends Of Brown Women's Crew,1,1 - D. Vo,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,10,8,Finished,1839.76,112.45,0.0692,4.5,0,1835.26,107.95,0.0649,156.6,0,,0,0
,,15,Women's Alumni Eights,Friends Of Brown Women's Crew,2,2 - A. Vresilovic,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,5,3,Finished,1805.048,37.74,0.036,0,0,1805.048,37.74,0.036,153,0,,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",Friends Of Brown Women's Crew,1,M. Hooper,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,34,23,Finished,2729.386,345.96,0.1587,0,0,2729.386,345.96,0.1587,251.8,0,Vet I,0,0
,,14,Men's Alumni Eights,Friends Of California Men's Crew,1,M. Knezevic,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,16,11,Finished,1634.228,48.94,0.0518,0,0,1634.228,48.94,0.0518,143.6,0,,0,0
,,34,Men's Youth Fours,Friends Of Concord Crew,1,H. Cini,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,62,82,Finished,1912.241,159.01,0.1152,0,0,1912.241,159.01,0.1152,200,0,,0,0
,,35,Men's Youth Eights,Friends Of Concord Crew,1,L. Eitreim,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,71,37,Finished,1721.195,221.2,0.1569,0,0,1721.195,221.2,0.1569,148.5,0,,0,0
,,42,Women's Youth Fours,Friends Of Concord Crew,1,A. Heindl,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,39,67,Finished,2051.822,151.06,0.0974,0,0,2051.822,151.06,0.0974,210.4,0,,0,0
,,14,Men's Alumni Eights,Friends Of Georgetown Rowing,1,1 - T. Frank,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,17,5,Finished,1636.705,51.42,0.0544,0,0,1636.705,51.42,0.0544,143.8,0,,0,0
,,14,Men's Alumni Eights,Friends Of Georgetown Rowing,2,2 - c. ulrich,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,36,24,Finished,1724.757,139.47,0.1052,0,5,1729.757,144.47,0.1105,148.8,0,,0,0
,,15,Women's Alumni Eights,Friends Of Georgetown Rowing,1,K. McNeill,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,16,15,Finished,1855.709,128.4,0.0844,0,0,1855.709,128.4,0.0844,158.3,0,,0,0
