OTU	taxonomy	Phyla	Class	Order	Family	Genus	Species
New.CleanUp.ReferenceOTU159062	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU159120	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159168	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU159214	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU159236	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159269	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU159325	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	
New.CleanUp.ReferenceOTU159350	k__Bacteria	 p__Cyanobacteria	 c__Synechococcophycideae	 o__Pseudanabaenales	 f__Pseudanabaenaceae	 g__	 s__
New.CleanUp.ReferenceOTU159352	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella	 s__copri
New.CleanUp.ReferenceOTU159378	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159395	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Kaistobacter	 s__
New.CleanUp.ReferenceOTU159408	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159432	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Alcaligenaceae	 g__Sutterella	 s__
New.CleanUp.ReferenceOTU159435	Unassigned						
New.CleanUp.ReferenceOTU159534	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Ralstonia	 s__
New.CleanUp.ReferenceOTU159629	k__Bacteria	 p__Fusobacteria	 c__Fusobacteriia	 o__Fusobacteriales	 f__Fusobacteriaceae	 g__Fusobacterium	 s__
New.CleanUp.ReferenceOTU159673	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159677	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159720	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU159730	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylobacteriaceae	 g__Methylobacterium	 s__
New.CleanUp.ReferenceOTU159742	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159766	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159773	Unassigned						
New.CleanUp.ReferenceOTU159779	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__	 s__
New.CleanUp.ReferenceOTU159783	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	
New.CleanUp.ReferenceOTU159796	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU159805	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU159818	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__Spirochaetales	 f__Spirochaetaceae	 g__	 s__
New.CleanUp.ReferenceOTU159888	Unassigned						
New.CleanUp.ReferenceOTU159899	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Neisseriales	 f__Neisseriaceae	 g__	 s__
New.CleanUp.ReferenceOTU160027	k__Bacteria	 p__Verrucomicrobia	 c__[Spartobacteria]	 o__[Chthoniobacterales]	 f__[Chthoniobacteraceae]	 g__	 s__
New.CleanUp.ReferenceOTU160067	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160092	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	 s__
New.CleanUp.ReferenceOTU160131	k__Bacteria	 p__Actinobacteria	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Patulibacteraceae	 g__	 s__
New.CleanUp.ReferenceOTU160135	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU160150	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160159	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160176	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU160200	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__
New.CleanUp.ReferenceOTU160202	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU160203	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160265	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160299	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU160306	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella	 s__copri
New.CleanUp.ReferenceOTU160325	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160356	k__Bacteria	 p__Gemmatimonadetes	 c__Gemm-2	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU160390	k__Bacteria	 p__Planctomycetes	 c__Planctomycetia	 o__Gemmatales	 f__Isosphaeraceae	 g__	 s__
New.CleanUp.ReferenceOTU160479	Unassigned						
New.CleanUp.ReferenceOTU160483	k__Bacteria	 p__Poribacteria	 c__	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU160506	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Paraprevotellaceae]	 g__[Prevotella]	 s__
New.CleanUp.ReferenceOTU160553	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160595	k__Bacteria	 p__Cyanobacteria	 c__Synechococcophycideae	 o__Synechococcales	 f__Synechococcaceae	 g__Synechococcus	 s__
New.CleanUp.ReferenceOTU160597	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Carnobacteriaceae	 g__Granulicatella	 s__
New.CleanUp.ReferenceOTU160610	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU160645	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU160659	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160707	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160746	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__	 s__
New.CleanUp.ReferenceOTU160767	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__	 s__
New.CleanUp.ReferenceOTU160778	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU160787	k__Bacteria	 p__Chloroflexi	 c__SAR202	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU160796	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__	 s__
New.CleanUp.ReferenceOTU160866	k__Bacteria	 p__OD1	 c__Mb-NB09	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU160958	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU160982	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__
New.CleanUp.ReferenceOTU160985	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__	 s__
New.CleanUp.ReferenceOTU161064	k__Bacteria	 p__Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Pseudonocardiaceae	 g__Actinomycetospora	 s__
New.CleanUp.ReferenceOTU161085	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU161113	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU161130	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU161137	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__	 s__
New.CleanUp.ReferenceOTU161150	Unassigned						
New.CleanUp.ReferenceOTU161210	k__Bacteria	 p__Acidobacteria	 c__Solibacteres	 o__Solibacterales	 f__Solibacteraceae	 g__	 s__
New.CleanUp.ReferenceOTU161279	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU161288	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
New.CleanUp.ReferenceOTU161341	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Rhodocyclales	 f__Rhodocyclaceae		
New.CleanUp.ReferenceOTU161353	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU161423	Unassigned						
New.CleanUp.ReferenceOTU161444	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU161465	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__
New.CleanUp.ReferenceOTU161479	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU161510	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU161609	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria				
New.CleanUp.ReferenceOTU161610	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__	 s__
New.CleanUp.ReferenceOTU161651	Unassigned						
New.CleanUp.ReferenceOTU161654	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	 s__
New.CleanUp.ReferenceOTU161666	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU161674	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU161733	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU161859	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU161862	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
New.CleanUp.ReferenceOTU161874	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
New.CleanUp.ReferenceOTU161949	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU161992	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU162008	Unassigned						
New.CleanUp.ReferenceOTU162022	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU162052	Unassigned						
New.CleanUp.ReferenceOTU162070	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Azohydromonas	 s__
New.CleanUp.ReferenceOTU162093	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiohalorhabdales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU162134	Unassigned						
New.CleanUp.ReferenceOTU162187	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Porphyromonas	 s__
New.CleanUp.ReferenceOTU162197	k__Bacteria	 p__Bacteroidetes	 c__Flavobacteriia	 o__Flavobacteriales	 f__[Weeksellaceae]	 g__Cloacibacterium	 s__
New.CleanUp.ReferenceOTU162201	k__Bacteria	 p__Bacteroidetes	 c__Flavobacteriia	 o__Flavobacteriales	 f__[Weeksellaceae]	 g__Wautersiella	 s__
New.CleanUp.ReferenceOTU162213	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Kaistobacter	 s__
New.CleanUp.ReferenceOTU162264	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU162281	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU162305	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Rhodospirillaceae	 g__	 s__
New.CleanUp.ReferenceOTU162311	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU162379	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__
New.CleanUp.ReferenceOTU162418	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU162420	k__Bacteria	 p__Cyanobacteria	 c__Chloroplast	 o__Stramenopiles	 f__	 g__	 s__
New.CleanUp.ReferenceOTU162447	Unassigned						
New.CleanUp.ReferenceOTU162556	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__[Entotheonellales]	 f__[Entotheonellaceae]	 g__	 s__
New.CleanUp.ReferenceOTU162577	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Bradyrhizobiaceae		
New.CleanUp.ReferenceOTU162603	k__Bacteria	 p__Gemmatimonadetes	 c__Gemm-2	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU162623	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__	 s__
New.CleanUp.ReferenceOTU162649	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	 s__
New.CleanUp.ReferenceOTU162663	k__Bacteria	 p__Poribacteria	 c__	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU162665	k__Bacteria	 p__Bacteroidetes	 c__Flavobacteriia	 o__Flavobacteriales	 f__[Weeksellaceae]	 g__Cloacibacterium	 s__
New.CleanUp.ReferenceOTU162753	Unassigned						
New.CleanUp.ReferenceOTU162796	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
New.CleanUp.ReferenceOTU162845	k__Bacteria	 p__Bacteroidetes	 c__Flavobacteriia	 o__Flavobacteriales	 f__[Weeksellaceae]	 g__Cloacibacterium	 s__
New.CleanUp.ReferenceOTU162846	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU162851	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU162872	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__OM60	 g__	 s__
New.CleanUp.ReferenceOTU162881	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU162896	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__MIZ46	 f__	 g__	 s__
New.CleanUp.ReferenceOTU162912	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__	 s__
New.CleanUp.ReferenceOTU162932	Unassigned						
New.CleanUp.ReferenceOTU162948	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella	 s__stercorea
New.CleanUp.ReferenceOTU163006	k__Bacteria	 p__Actinobacteria	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU163009	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU163054	k__Bacteria	 p__Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Frankiaceae		
New.CleanUp.ReferenceOTU163084	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU163090	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU163098	k__Bacteria	 p__Cyanobacteria	 c__Synechococcophycideae	 o__Synechococcales	 f__Synechococcaceae	 g__Synechococcus	 s__
New.CleanUp.ReferenceOTU163104	k__Bacteria	 p__Bacteroidetes	 c__[Saprospirae]	 o__[Saprospirales]	 f__Chitinophagaceae	 g__	 s__
New.CleanUp.ReferenceOTU163154	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU163183	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU163240	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__wittichii
New.CleanUp.ReferenceOTU163282	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__Cytophagaceae	 g__Hymenobacter	 s__
New.CleanUp.ReferenceOTU163303	k__Bacteria	 p__PAUC34f	 c__	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU163366	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU163420	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
New.CleanUp.ReferenceOTU163447	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__FAC87	 f__	 g__	 s__
New.CleanUp.ReferenceOTU163452	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	
New.CleanUp.ReferenceOTU163454	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU163548	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU163557	Unassigned						
New.CleanUp.ReferenceOTU163600	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	 s__
New.CleanUp.ReferenceOTU163606	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU163621	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__
New.CleanUp.ReferenceOTU163656	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	 f__Cystobacterineae	 g__	 s__
New.CleanUp.ReferenceOTU163739	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Succinivibrionaceae	 g__	 s__
New.CleanUp.ReferenceOTU163778	Unassigned						
New.CleanUp.ReferenceOTU163780	Unassigned						
New.CleanUp.ReferenceOTU163810	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU163905	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU163932	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
New.CleanUp.ReferenceOTU163937	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales			
New.CleanUp.ReferenceOTU163939	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__Ectothiorhodospiraceae	 g__	 s__
New.CleanUp.ReferenceOTU163958	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylobacteriaceae	 g__Methylobacterium	 s__
New.CleanUp.ReferenceOTU164028	k__Bacteria	 p__Fusobacteria	 c__Fusobacteriia	 o__Fusobacteriales	 f__Fusobacteriaceae		
New.CleanUp.ReferenceOTU164108	k__Bacteria	 p__Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Catenibacterium	 s__
New.CleanUp.ReferenceOTU164110	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__Cytophagaceae	 g__Larkinella	 s__
New.CleanUp.ReferenceOTU164138	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
New.CleanUp.ReferenceOTU164140	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__wittichii
New.CleanUp.ReferenceOTU164170	Unassigned						
New.CleanUp.ReferenceOTU164173	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU164236	k__Bacteria	 p__Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Microbacteriaceae		
New.CleanUp.ReferenceOTU164262	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylobacteriaceae	 g__Methylobacterium	
New.CleanUp.ReferenceOTU164300	k__Bacteria	 p__PAUC34f	 c__	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU164319	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylobacteriaceae	 g__Methylobacterium	 s__
New.CleanUp.ReferenceOTU164344	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__Veillonella	 s__dispar
New.CleanUp.ReferenceOTU164426	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU164455	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU164513	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Rhodoplanes	 s__
