"","place_id","lat","long"
"287","ChIJ3UyLjOF544kR91VEN0FAI9Q",42.3608855,-71.1154443
"288","ChIJkduAc6eC44kRLgiTTQws7Gk",42.364038,-71.193914
"289","ChIJ7-BUaR2g44kRPGX5FOW13mA",42.5300082,-71.2065354
"290","ChIJn9mkAb1w44kRB8Pq151uFig",42.367936,-71.076153
"291","ChIJnTHJy2mD44kRLNba_ccnp4A",42.3685675,-71.2717195
"292","ChIJfY4kvYV044kRp3BE7D7rLI4",42.480983,-71.1076179
"293","ChIJH1Mk7px044kRkyJj2FbE6-E",42.4844844,-71.1016527
"294","ChIJs1uazKgM44kRxrIdBF2rIMk",42.5175857,-71.0921229
"295","ChIJiR2WLL0M44kRqee2IFt1gjk",42.5256962,-71.0852861
"296","ChIJ-9lJUEN344kRjeVQ6WT-4ts",42.362433,-71.083247
"297","ChIJT3qAZept44kRO4M9QxaRXzY",42.4308292,-70.9794639
"298","ChIJk2NWNONs44kRjh1reZtCWfI",42.4570615,-70.9504648
"299","ChIJC68SpFxs44kR_iYbG5Ak0V4",42.4367019,-70.936385
"300","ChIJOWOPQ-Ns44kRTrSimJVTsSQ",42.4579258,-70.9500429
"301","ChIJDwI2XXdt44kRNWRilMEW6_o",42.4588178,-70.9896659
"302","ChIJHT8quOds44kRlJH9rOW267c",42.4639363,-70.9439394
"303","ChIJnYkioHBy44kRQ2ZEIRQZ2vU",42.4481849,-71.0096748
"304","ChIJIVTycL9s44kRHoymAU-AI8A",42.465769,-70.9300791
"305","ChIJc2Y5AgFy44kRGxMp_cVfvR8",42.4219613,-71.0053708
"306","ChIJK4vkzSdt44kRYWsYU6mLkGE",42.4766143,-70.9571644
"307","ChIJlzs6OgVu44kRw19u_0x8M1U",42.408203,-70.992267
"308","ChIJc2Y5AgFy44kR0bkoBa7SrMk",42.4212992,-71.005461
"309","ChIJudWWRiht44kR4TdqiUZM30w",42.4792175,-70.9563013
"310","ChIJib9WywRy44kR39KyttqcoGw",42.4268337,-71.0143476
"311","ChIJR0oPFARu44kRf_xTpp4G3W4",42.409602,-70.99948
"312","ChIJeXhJsEJt44kRjmk5mf_NIrI",42.4741227,-70.9898255
"313","ChIJFcS7ef1x44kRrbLguV8nBfs",42.4114636,-71.0028092
"314","ChIJRVoGFINy44kRY2dLnW9lryk",42.4657036,-71.0063439
"315","ChIJ1coZqhZy44kRAhYrNxUWHyY",42.445217,-71.02503
"316","ChIJlQdU_xdy44kRUyEyxaGUgUs",42.4320202,-71.0261434
