ID,Description
gene888,ID=gene888;Name=SMU_934;Dbxref=GeneID:1029516;gbkey=Gene;locus_tag=SMU_934;old_locus_tag=SMU.934
gene889,ID=gene889;Name=SMU_935;Dbxref=GeneID:1028288;gbkey=Gene;locus_tag=SMU_935;old_locus_tag=SMU.935
gene890,ID=gene890;Name=SMU_936;Dbxref=GeneID:1028285;gbkey=Gene;locus_tag=SMU_936;old_locus_tag=SMU.936
gene891,ID=gene891;Name=SMU_937;Dbxref=GeneID:1028291;gbkey=Gene;locus_tag=SMU_937;old_locus_tag=SMU.937
gene892,ID=gene892;Name=SMU_938;Dbxref=GeneID:1028289;gbkey=Gene;locus_tag=SMU_938;old_locus_tag=SMU.938
gene893,ID=gene893;Name=SMU_939;Dbxref=GeneID:1028286;gbkey=Gene;locus_tag=SMU_939;old_locus_tag=SMU.939
gene895,ID=gene895;Name=SMU_941c;Dbxref=GeneID:1028293;gbkey=Gene;locus_tag=SMU_941c;old_locus_tag=SMU.941c
gene897,ID=gene897;Name=SMU_943c;Dbxref=GeneID:1028290;gbkey=Gene;locus_tag=SMU_943c;old_locus_tag=SMU.943c
gene900,ID=gene900;Name=dfrA;Dbxref=GeneID:1028294;gbkey=Gene;gene=dfrA;locus_tag=SMU_947;old_locus_tag=SMU.947
gene902,ID=gene902;Name=clpX;Dbxref=GeneID:1028298;gbkey=Gene;gene=clpX;locus_tag=SMU_949;old_locus_tag=SMU.949
gene906,ID=gene906;Name=SMU_953c;Dbxref=GeneID:1028302;gbkey=Gene;locus_tag=SMU_953c;old_locus_tag=SMU.953c
gene909,ID=gene909;Name=clp;Dbxref=GeneID:1029523;gbkey=Gene;gene=clp;locus_tag=SMU_956;old_locus_tag=SMU.956
gene910,ID=gene910;Name=SMU_957;Dbxref=GeneID:1028306;gbkey=Gene;locus_tag=SMU_957;old_locus_tag=SMU.957
gene917,ID=gene917;Name=SMU_965;Dbxref=GeneID:1027975;gbkey=Gene;locus_tag=SMU_965;old_locus_tag=SMU.965
gene918,ID=gene918;Name=SMU_966;Dbxref=GeneID:1029434;gbkey=Gene;locus_tag=SMU_966;old_locus_tag=SMU.966
gene919,ID=gene919;Name=folC;Dbxref=GeneID:1028314;gbkey=Gene;gene=folC;locus_tag=SMU_967;old_locus_tag=SMU.967
gene922,ID=gene922;Name=folA;Dbxref=GeneID:1028318;gbkey=Gene;gene=folA;locus_tag=SMU_970;old_locus_tag=SMU.970
gene923,ID=gene923;Name=folK;Dbxref=GeneID:1029557;gbkey=Gene;gene=folK;locus_tag=SMU_971;old_locus_tag=SMU.971
gene927,ID=gene927;Name=potC;Dbxref=GeneID:1028317;gbkey=Gene;gene=potC;locus_tag=SMU_975;old_locus_tag=SMU.975
gene928,ID=gene928;Name=potD;Dbxref=GeneID:1028323;gbkey=Gene;gene=potD;locus_tag=SMU_976;old_locus_tag=SMU.976
gene929,ID=gene929;Name=licT;Dbxref=GeneID:1028322;gbkey=Gene;gene=licT;locus_tag=SMU_977;old_locus_tag=SMU.977
gene936,ID=gene936;Name=SMU_986c;Dbxref=GeneID:1028326;gbkey=Gene;locus_tag=SMU_986c;old_locus_tag=SMU.986c
gene937,ID=gene937;Name=wapA;Dbxref=GeneID:1028331;gbkey=Gene;gene=wapA;locus_tag=SMU_987;old_locus_tag=SMU.987
gene941,ID=gene941;Name=SMU_991;Dbxref=GeneID:1029526;gbkey=Gene;locus_tag=SMU_991;old_locus_tag=SMU.991
gene942,ID=gene942;Name=SMU_992;Dbxref=GeneID:1029505;gbkey=Gene;locus_tag=SMU_992;old_locus_tag=SMU.992
gene949,ID=gene949;Name=SMU_999;Dbxref=GeneID:1028340;gbkey=Gene;locus_tag=SMU_999;old_locus_tag=SMU.999
gene951,ID=gene951;Name=smf;Dbxref=GeneID:1029456;gbkey=Gene;gene=smf;locus_tag=SMU_1001;old_locus_tag=SMU.1001
gene952,ID=gene952;Name=topA;Dbxref=GeneID:1028341;gbkey=Gene;gene=topA;locus_tag=SMU_1002;old_locus_tag=SMU.1002
gene954,ID=gene954;Name=gtfB;Dbxref=GeneID:1028336;gbkey=Gene;gene=gtfB;locus_tag=SMU_1004;old_locus_tag=SMU.1004
gene955,ID=gene955;Name=gtfC;Dbxref=GeneID:1028343;gbkey=Gene;gene=gtfC;locus_tag=SMU_1005;old_locus_tag=SMU.1005
gene956,ID=gene956;Name=SMU_1006;Dbxref=GeneID:1028342;gbkey=Gene;locus_tag=SMU_1006;old_locus_tag=SMU.1006
gene957,ID=gene957;Name=SMU_1007;Dbxref=GeneID:1028339;gbkey=Gene;locus_tag=SMU_1007;old_locus_tag=SMU.1007
gene958,ID=gene958;Name=SMU_1008;Dbxref=GeneID:1028347;gbkey=Gene;locus_tag=SMU_1008;old_locus_tag=SMU.1008
gene959,ID=gene959;Name=SMU_1009;Dbxref=GeneID:1028345;gbkey=Gene;locus_tag=SMU_1009;old_locus_tag=SMU.1009
gene960,ID=gene960;Name=citC;Dbxref=GeneID:1028344;gbkey=Gene;gene=citC;locus_tag=SMU_1010;old_locus_tag=SMU.1010
gene961,ID=gene961;Name=citG;Dbxref=GeneID:1028349;gbkey=Gene;gene=citG;locus_tag=SMU_1011;old_locus_tag=SMU.1011
gene962,ID=gene962;Name=SMU_1012c;Dbxref=GeneID:1028348;gbkey=Gene;locus_tag=SMU_1012c;old_locus_tag=SMU.1012c
gene963,ID=gene963;Name=SMU_1013c;Dbxref=GeneID:1028346;gbkey=Gene;locus_tag=SMU_1013c;old_locus_tag=SMU.1013c
gene971,ID=gene971;Name=citG2;Dbxref=GeneID:1028355;gbkey=Gene;gene=citG2;locus_tag=SMU_1022;old_locus_tag=SMU.1022
gene974,ID=gene974;Name=SMU_1025;Dbxref=GeneID:1029387;gbkey=Gene;locus_tag=SMU_1025;old_locus_tag=SMU.1025
gene975,ID=gene975;Name=SMU_1026;Dbxref=GeneID:1029592;gbkey=Gene;locus_tag=SMU_1026;old_locus_tag=SMU.1026
gene976,ID=gene976;Name=SMU_1027;Dbxref=GeneID:1028368;gbkey=Gene;locus_tag=SMU_1027;old_locus_tag=SMU.1027
gene977,ID=gene977;Name=SMU_1028;Dbxref=GeneID:1028362;gbkey=Gene;locus_tag=SMU_1028;old_locus_tag=SMU.1028
gene983,ID=gene983;Name=glrA;Dbxref=GeneID:1028371;gbkey=Gene;gene=glrA;locus_tag=SMU_1035;old_locus_tag=SMU.1035
gene984,ID=gene984;Name=SMU_1036;Dbxref=GeneID:1028365;gbkey=Gene;locus_tag=SMU_1036;old_locus_tag=SMU.1036
gene985,ID=gene985;Name=SMU_1037c;Dbxref=GeneID:1028366;gbkey=Gene;locus_tag=SMU_1037c;old_locus_tag=SMU.1037c
gene986,ID=gene986;Name=SMU_1038c;Dbxref=GeneID:1028372;gbkey=Gene;locus_tag=SMU_1038c;old_locus_tag=SMU.1038c
gene987,ID=gene987;Name=SMU_1039c;Dbxref=GeneID:1028363;gbkey=Gene;locus_tag=SMU_1039c;old_locus_tag=SMU.1039c
gene988,ID=gene988;Name=SMU_1040c;Dbxref=GeneID:1028358;gbkey=Gene;locus_tag=SMU_1040c;old_locus_tag=SMU.1040c
gene993,ID=gene993;Name=SMU_1045c;Dbxref=GeneID:1028373;gbkey=Gene;locus_tag=SMU_1045c;old_locus_tag=SMU.1045c
gene998,ID=gene998;Name=SMU_1051;Dbxref=GeneID:1028380;gbkey=Gene;locus_tag=SMU_1051;old_locus_tag=SMU.1051
gene999,ID=gene999;Name=SMU_1052;Dbxref=GeneID:1028011;gbkey=Gene;locus_tag=SMU_1052;old_locus_tag=SMU.1052
gene1000,ID=gene1000;Name=SMU_1053;Dbxref=GeneID:1029486;gbkey=Gene;locus_tag=SMU_1053;old_locus_tag=SMU.1053
gene1001,ID=gene1001;Name=SMU_1054;Dbxref=GeneID:1028384;gbkey=Gene;locus_tag=SMU_1054;old_locus_tag=SMU.1054
gene1002,ID=gene1002;Name=radC;Dbxref=GeneID:1029509;gbkey=Gene;gene=radC;locus_tag=SMU_1055;old_locus_tag=SMU.1055
gene1006,ID=gene1006;Name=satC;Dbxref=GeneID:1028377;gbkey=Gene;gene=satC;locus_tag=SMU_1059;old_locus_tag=SMU.1059
gene1009,ID=gene1009;Name=opuAb;Dbxref=GeneID:1029510;gbkey=Gene;gene=opuAb;locus_tag=SMU_1062;old_locus_tag=SMU.1062
gene1010,ID=gene1010;Name=opuAa;Dbxref=GeneID:1028392;gbkey=Gene;gene=opuAa;locus_tag=SMU_1063;old_locus_tag=SMU.1063
gene1016,ID=gene1016;Name=SMU_1069c;Dbxref=GeneID:1028397;gbkey=Gene;locus_tag=SMU_1069c;old_locus_tag=SMU.1069c
gene1017,ID=gene1017;Name=SMU_1070c;Dbxref=GeneID:1028396;gbkey=Gene;locus_tag=SMU_1070c;old_locus_tag=SMU.1070c
gene1018,ID=gene1018;Name=SMU_1071c;Dbxref=GeneID:1028393;gbkey=Gene;locus_tag=SMU_1071c;old_locus_tag=SMU.1071c
gene1019,ID=gene1019;Name=SMU_1072c;Dbxref=GeneID:1028400;gbkey=Gene;locus_tag=SMU_1072c;old_locus_tag=SMU.1072c
gene1021,ID=gene1021;Name=SMU_1074;Dbxref=GeneID:1028387;gbkey=Gene;locus_tag=SMU_1074;old_locus_tag=SMU.1074
gene1022,ID=gene1022;Name=dfp;Dbxref=GeneID:1028402;gbkey=Gene;gene=dfp;locus_tag=SMU_1075;old_locus_tag=SMU.1075
gene1025,ID=gene1025;Name=SMU_1078c;Dbxref=GeneID:1028403;gbkey=Gene;locus_tag=SMU_1078c;old_locus_tag=SMU.1078c
gene1026,ID=gene1026;Name=SMU_1079c;Dbxref=GeneID:1029553;gbkey=Gene;locus_tag=SMU_1079c;old_locus_tag=SMU.1079c
gene1027,ID=gene1027;Name=SMU_1080c;Dbxref=GeneID:1028416;gbkey=Gene;locus_tag=SMU_1080c;old_locus_tag=SMU.1080c
gene1028,ID=gene1028;Name=SMU_1081c;Dbxref=GeneID:1028408;gbkey=Gene;locus_tag=SMU_1081c;old_locus_tag=SMU.1081c
gene1029,ID=gene1029;Name=glyA;Dbxref=GeneID:1028406;gbkey=Gene;gene=glyA;locus_tag=SMU_1082;old_locus_tag=SMU.1082
gene1034,ID=gene1034;Name=SMU_1087;Dbxref=GeneID:1028411;gbkey=Gene;locus_tag=SMU_1087;old_locus_tag=SMU.1087
gene1035,ID=gene1035;Name=apbE;Dbxref=GeneID:1028407;gbkey=Gene;gene=apbE;locus_tag=SMU_1088;old_locus_tag=SMU.1088
gene1036,ID=gene1036;Name=SMU_1089;Dbxref=GeneID:1028404;gbkey=Gene;locus_tag=SMU_1089;old_locus_tag=SMU.1089
gene1038,ID=gene1038;Name=wapE;Dbxref=GeneID:1029536;gbkey=Gene;gene=wapE;locus_tag=SMU_1091;old_locus_tag=SMU.1091
gene1041,ID=gene1041;Name=opuBc;Dbxref=GeneID:1028413;gbkey=Gene;gene=opuBc;locus_tag=SMU_1095;old_locus_tag=SMU.1095
gene1042,ID=gene1042;Name=opuBa;Dbxref=GeneID:1028412;gbkey=Gene;gene=opuBa;locus_tag=SMU_1096;old_locus_tag=SMU.1096
gene1049,ID=gene1049;Name=SMU_1106c;Dbxref=GeneID:1028425;gbkey=Gene;locus_tag=SMU_1106c;old_locus_tag=SMU.1106c
gene1050,ID=gene1050;Name=SMU_1107c;Dbxref=GeneID:1029556;gbkey=Gene;locus_tag=SMU_1107c;old_locus_tag=SMU.1107c
gene1051,ID=gene1051;Name=SMU_1108c;Dbxref=GeneID:1029554;gbkey=Gene;locus_tag=SMU_1108c;old_locus_tag=SMU.1108c
gene1060,ID=gene1060;Name=SMU_1118c;Dbxref=GeneID:1028430;gbkey=Gene;locus_tag=SMU_1118c;old_locus_tag=SMU.1118c
gene1061,ID=gene1061;Name=SMU_1119c;Dbxref=GeneID:1028435;gbkey=Gene;locus_tag=SMU_1119c;old_locus_tag=SMU.1119c
gene1062,ID=gene1062;Name=SMU_1120;Dbxref=GeneID:1028434;gbkey=Gene;locus_tag=SMU_1120;old_locus_tag=SMU.1120
gene1066,ID=gene1066;Name=pdp;Dbxref=GeneID:1028436;gbkey=Gene;gene=pdp;locus_tag=SMU_1124;old_locus_tag=SMU.1124
gene1067,ID=gene1067;Name=SMU_1125c;Dbxref=GeneID:1028439;gbkey=Gene;locus_tag=SMU_1125c;old_locus_tag=SMU.1125c
gene1068,ID=gene1068;Name=coaA;Dbxref=GeneID:1029377;gbkey=Gene;gene=coaA;locus_tag=SMU_1126;old_locus_tag=SMU.1126
gene1070,ID=gene1070;Name=ciaH;Dbxref=GeneID:1028442;gbkey=Gene;gene=ciaH;locus_tag=SMU_1128;old_locus_tag=SMU.1128
gene1072,ID=gene1072;Name=SMU_1131c;Dbxref=GeneID:1028440;gbkey=Gene;locus_tag=SMU_1131c;old_locus_tag=SMU.1131c
gene1075,ID=gene1075;Name=SMU_1134c;Dbxref=GeneID:1029559;gbkey=Gene;locus_tag=SMU_1134c;old_locus_tag=SMU.1134c
gene1079,ID=gene1079;Name=pstS;Dbxref=GeneID:1028450;gbkey=Gene;gene=pstS;locus_tag=SMU_1138;old_locus_tag=SMU.1138
gene1083,ID=gene1083;Name=SMU_1142c;Dbxref=GeneID:1029353;gbkey=Gene;locus_tag=SMU_1142c;old_locus_tag=SMU.1142c
gene1090,ID=gene1090;Name=SMU_1149;Dbxref=GeneID:1028419;gbkey=Gene;locus_tag=SMU_1149;old_locus_tag=SMU.1149
gene1091,ID=gene1091;Name=SMU_1150;Dbxref=GeneID:1028458;gbkey=Gene;locus_tag=SMU_1150;old_locus_tag=SMU.1150
gene1094,ID=gene1094;Name=SMU_1153c;Dbxref=GeneID:1028461;gbkey=Gene;locus_tag=SMU_1153c;old_locus_tag=SMU.1153c
gene1099,ID=gene1099;Name=SMU_1158c;Dbxref=GeneID:1029555;gbkey=Gene;locus_tag=SMU_1158c;old_locus_tag=SMU.1158c
gene1100,ID=gene1100;Name=SMU_1159c;Dbxref=GeneID:1028465;gbkey=Gene;locus_tag=SMU_1159c;old_locus_tag=SMU.1159c
gene1101,ID=gene1101;Name=SMU_1160c;Dbxref=GeneID:1028463;gbkey=Gene;locus_tag=SMU_1160c;old_locus_tag=SMU.1160c
gene1102,ID=gene1102;Name=SMU_1161c;Dbxref=GeneID:1028462;gbkey=Gene;locus_tag=SMU_1161c;old_locus_tag=SMU.1161c
gene1106,ID=gene1106;Name=SMU_1166c;Dbxref=GeneID:1028472;gbkey=Gene;locus_tag=SMU_1166c;old_locus_tag=SMU.1166c
gene1107,ID=gene1107;Name=SMU_1167c;Dbxref=GeneID:1028471;gbkey=Gene;locus_tag=SMU_1167c;old_locus_tag=SMU.1167c
gene1111,ID=gene1111;Name=SMU_1171c;Dbxref=GeneID:1028473;gbkey=Gene;locus_tag=SMU_1171c;old_locus_tag=SMU.1171c
gene1114,ID=gene1114;Name=pcrA;Dbxref=GeneID:1028479;gbkey=Gene;gene=pcrA;locus_tag=SMU_1174;old_locus_tag=SMU.1174
gene1121,ID=gene1121;Name=mtlD;Dbxref=GeneID:1028490;gbkey=Gene;gene=mtlD;locus_tag=SMU_1182;old_locus_tag=SMU.1182
gene1122,ID=gene1122;Name=mtlA2;Dbxref=GeneID:1028483;gbkey=Gene;gene=mtlA2;locus_tag=SMU_1183;old_locus_tag=SMU.1183
gene1123,ID=gene1123;Name=SMU_1184c;Dbxref=GeneID:1028486;gbkey=Gene;locus_tag=SMU_1184c;old_locus_tag=SMU.1184c
gene1124,ID=gene1124;Name=mtlA1;Dbxref=GeneID:1028492;gbkey=Gene;gene=mtlA1;locus_tag=SMU_1185;old_locus_tag=SMU.1185
gene1127,ID=gene1127;Name=SMU_1189c;Dbxref=GeneID:1028495;gbkey=Gene;locus_tag=SMU_1189c;old_locus_tag=SMU.1189c
gene1128,ID=gene1128;Name=pykF;Dbxref=GeneID:1028493;gbkey=Gene;gene=pykF;locus_tag=SMU_1190;old_locus_tag=SMU.1190
gene1130,ID=gene1130;Name=dnaE;Dbxref=GeneID:1028498;gbkey=Gene;gene=dnaE;locus_tag=SMU_1192;old_locus_tag=SMU.1192
gene1139,ID=gene1139;Name=SMU_t39;Dbxref=GeneID:2886046;gbkey=Gene;locus_tag=SMU_t39
gene1140,ID=gene1140;Name=SMU_1201c;Dbxref=GeneID:1028502;gbkey=Gene;locus_tag=SMU_1201c;old_locus_tag=SMU.1201c
gene1142,ID=gene1142;Name=parC;Dbxref=GeneID:1028503;gbkey=Gene;gene=parC;locus_tag=SMU_1204;old_locus_tag=SMU.1204
gene1146,ID=gene1146;Name=SMU_1208c;Dbxref=GeneID:1029349;gbkey=Gene;locus_tag=SMU_1208c;old_locus_tag=SMU.1208c
gene1148,ID=gene1148;Name=parE;Dbxref=GeneID:1028507;gbkey=Gene;gene=parE;locus_tag=SMU_1210;old_locus_tag=SMU.1210
gene1151,ID=gene1151;Name=pyrC;Dbxref=GeneID:1028510;gbkey=Gene;gene=pyrC;locus_tag=SMU_1214;old_locus_tag=SMU.1214
gene1154,ID=gene1154;Name=SMU_1217c;Dbxref=GeneID:1028511;gbkey=Gene;locus_tag=SMU_1217c;old_locus_tag=SMU.1217c
gene1156,ID=gene1156;Name=SMU_1219c;Dbxref=GeneID:1029381;gbkey=Gene;locus_tag=SMU_1219c;old_locus_tag=SMU.1219c
gene1157,ID=gene1157;Name=SMU_1220c;Dbxref=GeneID:1028515;gbkey=Gene;locus_tag=SMU_1220c;old_locus_tag=SMU.1220c
gene1158,ID=gene1158;Name=pyrE;Dbxref=GeneID:1028512;gbkey=Gene;gene=pyrE;locus_tag=SMU_1221;old_locus_tag=SMU.1221
gene1159,ID=gene1159;Name=pyrF;Dbxref=GeneID:1028522;gbkey=Gene;gene=pyrF;locus_tag=SMU_1222;old_locus_tag=SMU.1222
gene1160,ID=gene1160;Name=pyrDB;Dbxref=GeneID:1028517;gbkey=Gene;gene=pyrDB;locus_tag=SMU_1223;old_locus_tag=SMU.1223
gene1162,ID=gene1162;Name=cpsY;Dbxref=GeneID:1028514;gbkey=Gene;gene=cpsY;locus_tag=SMU_1225;old_locus_tag=SMU.1225
gene1163,ID=gene1163;Name=SMU_1226c;Dbxref=GeneID:1028524;gbkey=Gene;locus_tag=SMU_1226c;old_locus_tag=SMU.1226c
gene1164,ID=gene1164;Name=deoD;Dbxref=GeneID:1028519;gbkey=Gene;gene=deoD;locus_tag=SMU_1227;old_locus_tag=SMU.1227
gene1165,ID=gene1165;Name=SMU_1228c;Dbxref=GeneID:1028521;gbkey=Gene;locus_tag=SMU_1228c;old_locus_tag=SMU.1228c
gene1166,ID=gene1166;Name=punA;Dbxref=GeneID:1028527;gbkey=Gene;gene=punA;locus_tag=SMU_1229;old_locus_tag=SMU.1229
gene1167,ID=gene1167;Name=SMU_1230c;Dbxref=GeneID:1028526;gbkey=Gene;locus_tag=SMU_1230c;old_locus_tag=SMU.1230c
gene1172,ID=gene1172;Name=thdF;Dbxref=GeneID:1028532;gbkey=Gene;gene=thdF;locus_tag=SMU_1235;old_locus_tag=SMU.1235
gene1177,ID=gene1177;Name=SMU_1240c;Dbxref=GeneID:1028533;gbkey=Gene;locus_tag=SMU_1240c;old_locus_tag=SMU.1240c
gene1179,ID=gene1179;Name=SMU_1243;Dbxref=GeneID:1028537;gbkey=Gene;locus_tag=SMU_1243;old_locus_tag=SMU.1243
gene1183,ID=gene1183;Name=SMU_1249c;Dbxref=GeneID:1028538;gbkey=Gene;locus_tag=SMU_1249c;old_locus_tag=SMU.1249c
gene1184,ID=gene1184;Name=SMU_1250c;Dbxref=GeneID:1028544;gbkey=Gene;locus_tag=SMU_1250c;old_locus_tag=SMU.1250c
gene1186,ID=gene1186;Name=grk;Dbxref=GeneID:1028562;gbkey=Gene;gene=grk;locus_tag=SMU_1252;old_locus_tag=SMU.1252
gene1189,ID=gene1189;Name=SMU_1255c;Dbxref=GeneID:1028543;gbkey=Gene;locus_tag=SMU_1255c;old_locus_tag=SMU.1255c
gene1190,ID=gene1190;Name=SMU_1256c;Dbxref=GeneID:1028550;gbkey=Gene;locus_tag=SMU_1256c;old_locus_tag=SMU.1256c
gene1191,ID=gene1191;Name=SMU_1257c;Dbxref=GeneID:1029563;gbkey=Gene;locus_tag=SMU_1257c;old_locus_tag=SMU.1257c
gene1192,ID=gene1192;Name=SMU_1258c;Dbxref=GeneID:1029355;gbkey=Gene;locus_tag=SMU_1258c;old_locus_tag=SMU.1258c
gene1193,ID=gene1193;Name=SMU_1259;Dbxref=GeneID:1028551;gbkey=Gene;locus_tag=SMU_1259;old_locus_tag=SMU.1259
gene1194,ID=gene1194;Name=SMU_1260c;Dbxref=GeneID:1027862;gbkey=Gene;locus_tag=SMU_1260c;old_locus_tag=SMU.1260c
gene1196,ID=gene1196;Name=SMU_1262c;Dbxref=GeneID:1028552;gbkey=Gene;locus_tag=SMU_1262c;old_locus_tag=SMU.1262c
gene1197,ID=gene1197;Name=hisI;Dbxref=GeneID:1028547;gbkey=Gene;gene=hisI;locus_tag=SMU_1263;old_locus_tag=SMU.1263
gene1198,ID=gene1198;Name=hisF;Dbxref=GeneID:1028549;gbkey=Gene;gene=hisF;locus_tag=SMU_1264;old_locus_tag=SMU.1264
gene1201,ID=gene1201;Name=SMU_1267c;Dbxref=GeneID:1029322;gbkey=Gene;locus_tag=SMU_1267c;old_locus_tag=SMU.1267c
gene1208,ID=gene1208;Name=SMU_1276c;Dbxref=GeneID:1028563;gbkey=Gene;locus_tag=SMU_1276c;old_locus_tag=SMU.1276c
gene1209,ID=gene1209;Name=gyrB;Dbxref=GeneID:1028561;gbkey=Gene;gene=gyrB;locus_tag=SMU_1277;old_locus_tag=SMU.1277
gene1215,ID=gene1215;Name=SMU_1284c;Dbxref=GeneID:1029335;gbkey=Gene;locus_tag=SMU_1284c;old_locus_tag=SMU.1284c
gene1216,ID=gene1216;Name=SMU_1286c;Dbxref=GeneID:1029427;gbkey=Gene;locus_tag=SMU_1286c;old_locus_tag=SMU.1286c
gene1220,ID=gene1220;Name=SMU_1290c;Dbxref=GeneID:1028571;gbkey=Gene;locus_tag=SMU_1290c;old_locus_tag=SMU.1290c
gene1221,ID=gene1221;Name=SMU_1291c;Dbxref=GeneID:1028565;gbkey=Gene;locus_tag=SMU_1291c;old_locus_tag=SMU.1291c
gene1225,ID=gene1225;Name=add;Dbxref=GeneID:1028568;gbkey=Gene;gene=add;locus_tag=SMU_1295;old_locus_tag=SMU.1295
gene1231,ID=gene1231;Name=SMU_1301c;Dbxref=GeneID:1028489;gbkey=Gene;locus_tag=SMU_1301c;old_locus_tag=SMU.1301c
gene1232,ID=gene1232;Name=adcA;Dbxref=GeneID:1028582;gbkey=Gene;gene=adcA;locus_tag=SMU_1302;old_locus_tag=SMU.1302
gene1240,ID=gene1240;Name=SMU_1310;Dbxref=GeneID:1028578;gbkey=Gene;locus_tag=SMU_1310;old_locus_tag=SMU.1310
gene1245,ID=gene1245;Name=SMU_1315c;Dbxref=GeneID:1028579;gbkey=Gene;locus_tag=SMU_1315c;old_locus_tag=SMU.1315c
gene1249,ID=gene1249;Name=SMU_1321c;Dbxref=GeneID:1028585;gbkey=Gene;locus_tag=SMU_1321c;old_locus_tag=SMU.1321c
gene1251,ID=gene1251;Name=SMU_1323;Dbxref=GeneID:1028597;gbkey=Gene;locus_tag=SMU_1323;old_locus_tag=SMU.1323
gene1252,ID=gene1252;Name=ftsX;Dbxref=GeneID:1028596;gbkey=Gene;gene=ftsX;locus_tag=SMU_1324;old_locus_tag=SMU.1324
gene1253,ID=gene1253;Name=ftsE;Dbxref=GeneID:1028594;gbkey=Gene;gene=ftsE;locus_tag=SMU_1325;old_locus_tag=SMU.1325
gene1260,ID=gene1260;Name=sfp;Dbxref=GeneID:1028606;gbkey=Gene;gene=sfp;locus_tag=SMU_1334;old_locus_tag=SMU.1334
gene1261,ID=gene1261;Name=SMU_1335c;Dbxref=GeneID:1029396;gbkey=Gene;locus_tag=SMU_1335c;old_locus_tag=SMU.1335c
gene1262,ID=gene1262;Name=pksD;Dbxref=GeneID:1029406;gbkey=Gene;gene=pksD;locus_tag=SMU_1336;old_locus_tag=SMU.1336
gene1263,ID=gene1263;Name=SMU_1337c;Dbxref=GeneID:1028608;gbkey=Gene;locus_tag=SMU_1337c;old_locus_tag=SMU.1337c
gene1264,ID=gene1264;Name=SMU_1338c;Dbxref=GeneID:1028888;gbkey=Gene;locus_tag=SMU_1338c;old_locus_tag=SMU.1338c
gene1265,ID=gene1265;Name=bacD;Dbxref=GeneID:1028593;gbkey=Gene;gene=bacD;locus_tag=SMU_1339;old_locus_tag=SMU.1339
gene1266,ID=gene1266;Name=bacA2;Dbxref=GeneID:1028610;gbkey=Gene;gene=bacA2;locus_tag=SMU_1340;old_locus_tag=SMU.1340
gene1267,ID=gene1267;Name=SMU_1341c;Dbxref=GeneID:1028637;gbkey=Gene;locus_tag=SMU_1341c;old_locus_tag=SMU.1341c
gene1268,ID=gene1268;Name=bacA1;Dbxref=GeneID:1028666;gbkey=Gene;gene=bacA1;locus_tag=SMU_1342;old_locus_tag=SMU.1342
gene1269,ID=gene1269;Name=SMU_1343c;Dbxref=GeneID:1028611;gbkey=Gene;locus_tag=SMU_1343c;old_locus_tag=SMU.1343c
gene1270,ID=gene1270;Name=SMU_1344c;Dbxref=GeneID:1028609;gbkey=Gene;locus_tag=SMU_1344c;old_locus_tag=SMU.1344c
gene1271,ID=gene1271;Name=SMU_1345c;Dbxref=GeneID:1028607;gbkey=Gene;locus_tag=SMU_1345c;old_locus_tag=SMU.1345c
gene1272,ID=gene1272;Name=bacT;Dbxref=GeneID:1028599;gbkey=Gene;gene=bacT;locus_tag=SMU_1346;old_locus_tag=SMU.1346
gene1273,ID=gene1273;Name=SMU_1347c;Dbxref=GeneID:1028616;gbkey=Gene;locus_tag=SMU_1347c;old_locus_tag=SMU.1347c
gene1274,ID=gene1274;Name=SMU_1348c;Dbxref=GeneID:1028614;gbkey=Gene;locus_tag=SMU_1348c;old_locus_tag=SMU.1348c
gene1284,ID=gene1284;Name=SMU_1359;Dbxref=GeneID:1028629;gbkey=Gene;locus_tag=SMU_1359;old_locus_tag=SMU.1359
gene1285,ID=gene1285;Name=SMU_1360c;Dbxref=GeneID:1028628;gbkey=Gene;locus_tag=SMU_1360c;old_locus_tag=SMU.1360c
gene1286,ID=gene1286;Name=SMU_1361c;Dbxref=GeneID:1028627;gbkey=Gene;locus_tag=SMU_1361c;old_locus_tag=SMU.1361c
gene1287,ID=gene1287;Name=SMU_1363c;Dbxref=GeneID:1028631;gbkey=Gene;locus_tag=SMU_1363c;old_locus_tag=SMU.1363c
gene1288,ID=gene1288;Name=SMU_1365c;Dbxref=GeneID:1028633;gbkey=Gene;locus_tag=SMU_1365c;old_locus_tag=SMU.1365c
gene1289,ID=gene1289;Name=SMU_1366c;Dbxref=GeneID:1029519;gbkey=Gene;locus_tag=SMU_1366c;old_locus_tag=SMU.1366c
gene1290,ID=gene1290;Name=SMU_1367c;Dbxref=GeneID:1028635;gbkey=Gene;locus_tag=SMU_1367c;old_locus_tag=SMU.1367c
gene1294,ID=gene1294;Name=SMU_1372c;Dbxref=GeneID:1028638;gbkey=Gene;locus_tag=SMU_1372c;old_locus_tag=SMU.1372c
gene1297,ID=gene1297;Name=SMU_1375c;Dbxref=GeneID:1028641;gbkey=Gene;locus_tag=SMU_1375c;old_locus_tag=SMU.1375c
gene1300,ID=gene1300;Name=SMU_1379;Dbxref=GeneID:1028644;gbkey=Gene;locus_tag=SMU_1379;old_locus_tag=SMU.1379
gene1307,ID=gene1307;Name=SMU_1387;Dbxref=GeneID:1028655;gbkey=Gene;locus_tag=SMU_1387;old_locus_tag=SMU.1387
